H,a,e,i,q,ad,per_y,diameter,albedo,impact_candidate,name,is_neo,is_pha
24.38,1.104,0.1486,25.03,0.94,1.27,1.16,0.006848108151140193,0.0,0,       (2002 LK),False,False
22.4,1.016,0.1017,11.17,0.913,1.12,1.02,0.01704396408835459,0.0,0,       (2002 LW),False,False
21.22,2.518,0.6687,3.24,0.834,4.2,4.0,0.029347466156927782,0.0,0,       (2002 LX),False,False
22.48,0.9555,0.3786,2.89,0.594,1.32,0.934,0.016427467265960786,0.0,0,       (2002 LY1),False,False
19.94,2.357,0.7492,6.14,0.591,4.12,3.62,0.0529140021302165,0.0,0,       (2002 LG3),False,False
20.3,2.123,0.4553,6.39,1.157,3.09,3.09,0.044830193196613334,0.0,0,       (2002 LH3),False,False
24.3,1.254,0.2028,20.0,1.0,1.51,1.4,0.007105106801402903,0.0,0,       (2002 LR24),False,False
22.1,2.264,0.5527,8.25,1.013,3.52,3.41,0.01956908909270708,0.0,0,       (2002 LS24),False,False
21.45,1.465,0.2567,19.53,1.089,1.84,1.77,0.026397974832191078,0.0,0,       (2002 LD31),False,False
23.05,2.307,0.6376,6.16,0.836,3.78,3.5,0.012634865131062292,0.0,0,       (2002 LZ45),False,False
21.2,1.357,0.5707,4.85,0.583,2.13,1.58,0.02961901491791715,0.0,0,       (2002 LX64),False,False
23.7,1.816,0.4995,1.05,0.909,2.72,2.45,0.009366354919112339,0.0,0,       (2002 MN),False,False
21.7,2.508,0.7964,1.96,0.51,4.5,3.97,0.023527219834021312,0.0,0,       (2002 MX),False,False
22.5,1.335,0.2114,14.72,1.053,1.62,1.54,0.01627685934079422,0.0,0,       (2002 MY),False,False
21.29,2.379,0.4941,4.73,1.204,3.55,3.67,0.028416501617129573,0.0,0,       (2002 MT1),False,False
21.92,1.499,0.6176,9.72,0.573,2.42,1.84,0.021260359821162228,0.0,0,       (2002 MR3),False,False
19.25,2.391,0.614,21.76,0.923,3.86,3.7,0.07270605999281918,0.0,0,       (2002 MS3),False,False
19.9,2.874,0.6706,6.26,0.947,4.8,4.87,0.053897746877315786,0.0,0,       (2002 MT3),False,False
24.2,1.613,0.6688,6.06,0.534,2.69,2.05,0.0074399601686996,0.0,0,       (2002 NW),False,False
19.0,2.05,0.7081,5.89,0.599,3.5,2.94,0.08157754105152877,0.0,1,       (2002 NY40),False,False
19.26,1.915,0.5845,7.19,0.796,3.03,2.65,0.0723720059911373,0.0,0,       (2002 NE71),False,False
20.73,1.358,0.6702,13.94,0.448,2.27,1.58,0.036776518221445904,0.0,0,       (2002 OY21),False,False
20.63,1.072,0.3434,32.95,0.704,1.44,1.11,0.03850974212759006,0.0,0,       (2002 PB),False,False
24.8,1.014,0.0687,9.14,0.945,1.08,1.02,0.005643786943085847,0.0,0,       (2002 PN),False,False
21.9,2.495,0.5873,6.58,1.03,3.96,3.94,0.021457079508536783,0.0,0,       (2002 PR1),False,False
20.9,2.27,0.4446,5.28,1.261,3.28,3.42,0.03400717924317682,0.0,0,       (2002 PN6),False,False
20.79,2.235,0.5194,20.65,1.074,3.4,3.34,0.03577425600009444,0.0,0,       (2002 PO6),False,False
20.4,2.565,0.5271,8.79,1.213,3.92,4.11,0.042812502132674395,0.0,0,       (2002 PQ6),False,False
20.0,2.22,0.4341,4.17,1.256,3.18,3.31,0.05147194867109658,0.0,0,       (2002 PC11),False,False
20.1,2.225,0.8631,12.15,0.305,4.14,3.32,0.04915532936897308,0.0,0,       (2002 PD11),False,False
21.2,2.212,0.4942,8.45,1.119,3.31,3.29,0.02961901491791715,0.0,0,       (2002 PW39),False,False
23.4,2.456,0.5939,1.8,0.998,3.92,3.85,0.010754014320603985,0.0,0,       (2002 PX39),False,False
21.5,2.038,0.4864,5.62,1.047,3.03,2.91,0.025797083563871857,0.0,0,       (2002 PY39),False,False
24.1,2.072,0.5035,7.77,1.028,3.11,2.98,0.00779059468900693,0.0,0,       (2002 PE43),False,False
18.51,2.552,0.6247,15.54,0.958,4.15,4.08,0.10222817564214431,0.0,1,       (2002 PE130),False,False
21.57,2.198,0.4102,4.16,1.296,3.1,3.26,0.024978744771018135,0.0,0,       (2002 PM203),False,False
19.64,1.967,0.4431,22.24,1.095,2.84,2.76,0.060753403173701856,0.0,0,       (2002 QZ6),False,False
20.3,2.362,0.5599,4.78,1.04,3.68,3.63,0.044830193196613334,0.0,0,       (2002 QH10),False,False
21.48,1.215,0.5641,1.72,0.53,1.9,1.34,0.026035781039199044,0.0,0,       (2002 QQ40),False,False
19.75,2.426,0.632,8.31,0.893,3.96,3.78,0.05775247628785376,0.0,0,       (2002 QG46),False,False
22.2,1.828,0.3656,0.73,1.16,2.5,2.47,0.01868833499872823,0.0,0,       (2002 QE47),False,False
20.79,1.972,0.5182,4.22,0.95,2.99,2.77,0.03577425600009444,0.0,0,       (2002 QW47),False,False
20.8,2.195,0.4344,7.65,1.242,3.15,3.25,0.03560988822421439,0.0,0,       (2002 RB),False,False
20.95,1.503,0.7261,38.85,0.412,2.59,1.84,0.03323308133614818,0.0,0,       (2002 RT),False,False
25.4,1.502,0.3311,6.19,1.005,2.0,1.84,0.00428125021326744,0.0,0,       (2002 RO28),False,False
24.9,2.423,0.6248,2.47,0.909,3.94,3.77,0.005389774687731573,0.0,0,       (2002 RC117),False,False
20.35,1.414,0.5346,28.95,0.658,2.17,1.68,0.04380973341437053,0.0,0,       (2002 RZ125),False,False
22.8,2.686,0.6136,3.15,1.038,4.33,4.4,0.014176551844668282,0.0,0,       (2002 RA126),False,False
22.91,1.031,0.329,8.45,0.692,1.37,1.05,0.013476298141058487,0.0,0,       (2002 RS129),False,False
19.68,1.831,0.7553,19.57,0.448,3.21,2.48,0.05964452859724565,0.0,0,       (2002 RT129),False,False
20.52,2.155,0.4521,7.02,1.18,3.13,3.16,0.040510780488988776,0.0,0,       (2002 RO137),False,False
23.0,1.162,0.0825,14.2,1.066,1.26,1.25,0.012929168947028488,0.0,0,       (2002 RP137),False,False
20.76,2.16,0.4179,7.61,1.257,3.06,3.18,0.03627192547475449,0.0,0,       (2002 RA182),False,False
23.1,2.545,0.6504,0.23,0.89,4.2,4.06,0.012347260487830795,0.0,0,       (2002 RB182),False,False
20.2,2.13,0.3909,4.95,1.297,2.96,3.11,0.04694297511081108,0.0,0,       (2002 SF),False,False
21.04,1.949,0.378,6.42,1.212,2.69,2.72,0.03188383922112096,0.0,0,       (2002 SN),False,False
20.26,2.614,0.7989,25.1,0.526,4.7,4.23,0.04566364871487261,0.0,0,       (2002 SQ41),False,False
21.0,2.905,0.6528,11.18,1.008,4.8,4.95,0.03247660404873589,0.0,0,       (2002 TV55),False,False
23.87,2.236,0.5721,4.39,0.957,3.52,3.34,0.008661051290160472,0.0,0,       (2002 TX55),False,False
24.6,1.211,0.2376,16.08,0.923,1.5,1.33,0.006188289326771231,0.0,0,       (2002 TZ57),False,False
26.8,2.508,0.6269,1.69,0.936,4.08,3.97,0.0022468320511186807,0.0,0,       (2002 TA58),False,False
23.1,2.497,0.5622,14.62,1.093,3.9,3.95,0.012347260487830795,0.0,0,       (2002 TD58),False,False
23.9,1.225,0.1464,13.04,1.045,1.4,1.36,0.008542217211484997,0.0,0,       (2002 TX59),False,False
25.5,1.018,0.2329,6.61,0.781,1.26,1.03,0.0040885622125730915,0.0,0,       (2002 TY59),False,False
23.39,2.62,0.8434,16.53,0.41,4.83,4.24,0.010803652595358747,0.0,0,       (2002 TZ59),False,False
20.92,1.153,0.5222,28.2,0.551,1.76,1.24,0.033695399549833804,0.0,0,       (2002 TA60),False,False
18.56,2.545,0.4949,31.59,1.286,3.8,4.06,0.09990117826791176,0.0,1,       (2002 TC60),False,False
23.9,1.896,0.5413,4.72,0.87,2.92,2.61,0.008542217211484997,0.0,0,       (2002 TG66),False,False
25.9,0.9297,0.1207,8.48,0.817,1.04,0.896,0.003400717924317682,0.0,0,       (2002 TZ66),False,False
22.8,1.159,0.3567,30.09,0.745,1.57,1.25,0.014176551844668282,0.0,0,       (2002 TA67),False,False
22.7,1.568,0.3418,11.97,1.032,2.1,1.96,0.014844672149475813,0.0,0,       (2002 TR67),False,False
21.72,1.435,0.2543,19.94,1.07,1.8,1.72,0.02331152098606301,0.0,0,       (2002 TH68),False,False
18.81,2.216,0.515,20.79,1.075,3.36,3.3,0.08903701885194286,0.0,1,       (2002 TY68),False,False
26.4,2.212,0.5365,3.04,1.025,3.4,3.29,0.0027012862656184836,0.0,0,       (2002 TZ68),False,False
18.54,2.276,0.5846,38.65,0.945,3.61,3.43,0.10082555248935118,0.0,1,       (2002 TA69),False,False
19.07,2.11,0.4032,37.42,1.259,2.96,3.07,0.07898972656843835,0.0,0,       (2002 TB69),False,False
21.92,1.947,0.4697,1.97,1.033,2.86,2.72,0.021260359821162228,0.0,0,       (2002 TP69),False,False
24.4,1.176,0.1301,8.45,1.023,1.33,1.28,0.006785324318230258,0.0,0,       (2002 TS69),False,False
21.6,1.133,0.1318,16.66,0.984,1.28,1.21,0.024636023544473036,0.0,0,       (2002 TB70),False,False
21.1,2.815,0.557,9.74,1.247,4.38,4.72,0.03101491608569649,0.0,0,       (2002 UL11),False,False
22.39,1.761,0.6987,2.86,0.531,2.99,2.34,0.017122635452098887,0.0,0,       (2002 UQ12),False,False
26.5,2.456,0.5986,2.87,0.986,3.93,3.85,0.00257970835638718,0.0,0,       (2002 UV36),False,False
21.1,2.579,0.5152,7.32,1.25,3.91,4.14,0.03101491608569649,0.0,0,       (2002 VQ14),False,False
22.4,1.628,0.4995,5.53,0.815,2.44,2.08,0.01704396408835459,0.0,0,       (2002 VR14),False,False
21.8,1.009,0.3022,23.54,0.704,1.31,1.01,0.022468320511186808,0.0,0,       (2002 VS14),False,False
24.9,2.47,0.616,1.5,0.949,3.99,3.88,0.005389774687731573,0.0,0,       (2002 VU17),False,False
22.1,2.471,0.5691,4.92,1.065,3.88,3.88,0.01956908909270708,0.0,0,       (2002 VX17),False,False
22.9,1.44,0.3487,20.94,0.938,1.94,1.73,0.013538501907006732,0.0,0,       (2002 VO69),False,False
21.8,1.329,0.2223,20.13,1.033,1.62,1.53,0.022468320511186808,0.0,0,       (2002 VO85),False,False
20.0,1.722,0.3805,37.42,1.067,2.38,2.26,0.05147194867109658,0.0,0,       (2002 VP85),False,False
20.32,1.814,0.604,6.03,0.719,2.91,2.44,0.044419187514918954,0.0,0,       (2002 VR85),False,False
24.1,1.441,0.5621,24.78,0.631,2.25,1.73,0.00779059468900693,0.0,0,       (2002 VS85),False,False
24.3,0.9841,0.2013,2.34,0.786,1.18,0.976,0.007105106801402903,0.0,0,       (2002 VX91),False,False
26.3,2.328,0.5812,3.4,0.975,3.68,3.55,0.0028285939651869164,0.0,0,       (2002 VY91),False,False
26.1,1.577,0.3848,3.49,0.97,2.18,1.98,0.003101491608569649,0.0,0,       (2002 VZ91),False,False
19.43,2.381,0.559,5.58,1.05,3.71,3.67,0.06692226178425079,0.0,0,       (2002 VR94),False,False
19.7,3.074,0.5914,25.22,1.256,4.89,5.39,0.0590977042722212,0.0,0,       (2002 VT94),False,False
22.8,1.18,0.2857,2.77,0.843,1.52,1.28,0.014176551844668282,0.0,0,       (2002 VU114),False,False
18.6,2.286,0.4764,34.13,1.197,3.38,3.46,0.09807777626979493,0.0,1,       (2002 WQ),False,False
20.05,1.754,0.6587,8.7,0.599,2.91,2.32,0.050300304076522466,0.0,0,       (2002 WX12),False,False
19.49,2.83,0.6246,3.3,1.063,4.6,4.76,0.0650984443595053,0.0,0,       (2002 XA),False,False
21.88,0.9061,0.2376,25.54,0.691,1.12,0.863,0.02165561942076761,0.0,0,       (2002 XB),False,False
20.7,2.817,0.5717,6.48,1.206,4.43,4.73,0.03728813055247648,0.0,0,       (2002 XO1),False,False
24.0,1.609,0.4225,7.51,0.929,2.29,2.04,0.008157754105152867,0.0,0,       (2002 XT4),False,False
21.98,1.33,0.1412,10.73,1.142,1.52,1.53,0.020680955992534913,0.0,0,       (2002 XU4),False,False
21.69,2.435,0.5035,6.99,1.209,3.66,3.8,0.023635816546608842,0.0,0,       (2002 XW4),False,False
21.4,1.283,0.1896,62.39,1.04,1.53,1.45,0.027012862656184834,0.0,0,       (2002 XM14),False,False
22.1,2.783,0.6476,2.62,0.981,4.59,4.64,0.01956908909270708,0.0,0,       (2002 XO14),False,False
24.2,2.008,0.4979,4.49,1.008,3.01,2.84,0.0074399601686996,0.0,0,       (2002 XS14),False,False
23.76,2.326,0.8381,3.06,0.377,4.28,3.55,0.009111095744476239,0.0,0,       (2002 XM35),False,False
21.78,1.448,0.1671,21.44,1.206,1.69,1.74,0.02267621732121123,0.0,0,       (2002 XY39),False,False
23.9,1.856,0.5538,6.8,0.828,2.88,2.53,0.008542217211484997,0.0,0,       (2002 XB40),False,False
24.9,1.681,0.4264,10.11,0.964,2.4,2.18,0.005389774687731573,0.0,0,       (2002 XF40),False,False
20.7,2.481,0.5945,49.21,1.006,3.96,3.91,0.03728813055247648,0.0,0,       (2002 XO40),False,False
21.3,2.63,0.636,27.93,0.957,4.3,4.26,0.028285939651869162,0.0,0,       (2002 XE84),False,False
22.5,2.174,0.5734,3.26,0.927,3.42,3.2,0.01627685934079422,0.0,0,       (2002 XQ90),False,False
22.8,0.8098,0.2418,34.17,0.614,1.01,0.729,0.014176551844668282,0.0,0,       (2002 XS90),False,False
19.06,1.03,0.2239,43.39,0.799,1.26,1.04,0.07935432658042609,0.0,0,       (2002 XT90),False,False
25.28,1.581,0.3772,9.97,0.985,2.18,1.99,0.004524500186705731,0.0,0,       (2002 XV90),False,False
22.7,1.501,0.2952,6.44,1.058,1.94,1.84,0.014844672149475813,0.0,0,       (2002 YO2),False,False
24.0,1.463,0.3093,9.73,1.011,1.92,1.77,0.008157754105152867,0.0,0,       (2002 YG4),False,False
22.25,2.548,0.5682,22.85,1.1,4.0,4.07,0.0182629365584484,0.0,0,       (2002 YR5),False,False
25.3,1.717,0.4388,11.47,0.963,2.47,2.25,0.004483019319661333,0.0,0,       (2002 YC12),False,False
21.79,2.221,0.4978,14.68,1.115,3.33,3.31,0.022572029566574246,0.0,0,       (2002 YD12),False,False
20.7,3.18,0.6457,23.12,1.127,5.23,5.67,0.03728813055247648,0.0,0,       (2003 AC1),False,False
21.22,2.344,0.5363,7.7,1.087,3.6,3.59,0.029347466156927782,0.0,0,       (2003 AM4),False,False
20.22,1.555,0.4233,13.37,0.897,2.21,1.94,0.04651259932809777,0.0,0,       (2003 AB23),False,False
21.9,2.171,0.5817,2.06,0.908,3.43,3.2,0.021457079508536783,0.0,0,       (2003 AC23),False,False
21.01,0.8744,0.4259,23.23,0.502,1.25,0.818,0.03232738760729219,0.0,0,       (2003 AF23),False,False
25.3,1.504,0.3421,10.02,0.989,2.02,1.84,0.004483019319661333,0.0,0,       (2003 AS42),False,False
24.9,2.469,0.6177,1.46,0.944,3.99,3.88,0.005389774687731573,0.0,0,       (2003 AJ69),False,False
19.62,2.445,0.6982,4.04,0.738,4.15,3.82,0.06131554749203899,0.0,0,       (2003 AK73),False,False
21.84,2.436,0.7773,6.77,0.542,4.33,3.8,0.022058227444971375,0.0,0,       (2003 AA83),False,False
20.61,1.537,0.4869,61.06,0.789,2.29,1.91,0.03886606838433919,0.0,0,       (2003 BN1),False,False
24.95,1.199,0.3376,9.63,0.794,1.6,1.31,0.005267088437416777,0.0,0,       (2003 BM4),False,False
24.26,1.27,0.1716,5.59,1.052,1.49,1.43,0.007237200599113729,0.0,0,       (2003 BN4),False,False
21.05,2.23,0.5538,4.77,0.995,3.46,3.33,0.03173734628666891,0.0,0,       (2003 BB21),False,False
21.3,2.096,0.5278,24.96,0.989,3.2,3.03,0.028285939651869162,0.0,0,       (2003 BW33),False,False
24.7,1.255,0.2065,8.48,0.996,1.51,1.41,0.0059097704272221135,0.0,0,       (2003 BS35),False,False
22.1,1.716,0.5884,30.81,0.706,2.73,2.25,0.01956908909270708,0.0,0,       (2003 BV35),False,False
25.5,2.103,0.5562,7.07,0.933,3.27,3.05,0.0040885622125730915,0.0,0,       (2003 BC44),False,False
23.6,2.022,0.3882,4.54,1.237,2.81,2.87,0.009807777626979495,0.0,0,       (2003 BC46),False,False
21.53,1.628,0.5002,4.42,0.814,2.44,2.08,0.025443134308160874,0.0,0,       (2003 BR47),False,False
25.8,2.106,0.522,4.89,1.006,3.2,3.06,0.0035609888224214397,0.0,0,       (2003 BS47),False,False
23.6,0.9208,0.119,7.49,0.811,1.03,0.884,0.009807777626979495,0.0,0,       (2003 CA4),False,False
19.09,3.149,0.5877,11.51,1.298,5.0,5.59,0.0782655444023537,0.0,0,       (2003 CC11),False,False
20.5,2.592,0.7344,21.28,0.688,4.5,4.17,0.040885622125730915,0.0,0,       (2003 CG11),False,False
20.6,2.542,0.6444,14.46,0.904,4.18,4.05,0.039045466004947044,0.0,0,       (2003 CL18),False,False
23.1,2.166,0.5411,20.49,0.994,3.34,3.19,0.012347260487830795,0.0,0,       (2003 CO20),False,False
20.37,2.096,0.4961,15.79,1.056,3.14,3.03,0.04340808336419436,0.0,0,       (2003 CQ20),False,False
21.2,1.221,0.1727,25.78,1.01,1.43,1.35,0.02961901491791715,0.0,0,       (2003 DF6),False,False
20.75,2.003,0.6059,8.9,0.789,3.22,2.83,0.036439349075739515,0.0,0,       (2003 DG6),False,False
24.3,1.465,0.3131,19.15,1.006,1.92,1.77,0.007105106801402903,0.0,0,       (2003 DH6),False,False
26.1,1.446,0.3607,2.19,0.925,1.97,1.74,0.003101491608569649,0.0,0,       (2003 DW10),False,False
26.3,1.231,0.3284,6.32,0.827,1.63,1.37,0.0028285939651869164,0.0,0,       (2003 DY15),False,False
22.41,1.222,0.487,3.68,0.627,1.82,1.35,0.016965654186693012,0.0,0,       (2003 DZ15),False,False
20.05,1.783,0.4366,26.28,1.004,2.56,2.38,0.050300304076522466,0.0,0,       (2003 DF16),False,False
25.23,2.998,0.6063,6.24,1.18,4.82,5.19,0.004629889334628945,0.0,0,       (2003 DU25),False,False
24.5,0.9567,0.0525,15.26,0.906,1.01,0.936,0.006479934417660843,0.0,0,       (2003 EM1),False,False
23.93,1.36,0.6449,0.51,0.483,2.24,1.59,0.008425013597493492,0.0,0,       (2003 EP4),False,False
19.37,2.39,0.6898,20.4,0.741,4.04,3.7,0.0687971758216962,0.0,0,       (2003 EG16),False,False
20.39,2.341,0.5344,18.03,1.09,3.59,3.58,0.04301011566381214,0.0,0,       (2003 EH16),False,False
23.0,1.721,0.3967,8.51,1.038,2.4,2.26,0.012929168947028488,0.0,0,       (2003 EP16),False,False
22.6,1.175,0.1393,5.8,1.012,1.34,1.27,0.015544279994172221,0.0,0,       (2003 EZ16),False,False
22.9,2.17,0.5805,5.89,0.91,3.43,3.2,0.013538501907006732,0.0,0,       (2003 EC50),False,False
19.9,3.245,0.6124,13.4,1.258,5.23,5.85,0.053897746877315786,0.0,0,       (2003 EJ59),False,False
23.3,1.893,0.6759,5.44,0.614,3.17,2.61,0.011260835401252622,0.0,0,       (2003 EW59),False,False
23.0,0.7075,0.4857,23.35,0.364,1.05,0.595,0.012929168947028488,0.0,0,       (2003 FK1),False,False
21.1,0.8584,0.394,13.04,0.52,1.2,0.795,0.03101491608569649,0.0,0,       (2003 FU3),False,False
20.8,2.182,0.4846,22.19,1.125,3.24,3.22,0.03560988822421439,0.0,0,       (2003 FV3),False,False
23.42,2.517,0.7887,5.35,0.532,4.5,3.99,0.01065542092468871,0.0,0,       (2003 FB5),False,False
23.3,1.37,0.304,6.34,0.953,1.79,1.6,0.011260835401252622,0.0,0,       (2003 FF5),False,False
22.61,0.7299,0.5821,6.6,0.305,1.15,0.624,0.015472860515028,0.0,0,       (2003 FY6),False,False
26.7,1.825,0.5161,1.57,0.883,2.77,2.46,0.0023527219834021313,0.0,0,       (2003 FJ8),False,False
22.1,1.603,0.367,31.35,1.015,2.19,2.03,0.01956908909270708,0.0,0,       (2003 GD),False,False
19.79,2.664,0.516,7.86,1.289,4.04,4.35,0.05669837479991085,0.0,0,       (2003 GJ),False,False
24.1,1.33,0.2071,10.85,1.054,1.61,1.53,0.00779059468900693,0.0,0,       (2003 GX),False,False
22.2,1.764,0.488,21.82,0.903,2.63,2.34,0.01868833499872823,0.0,0,       (2003 GF21),False,False
21.97,2.139,0.7119,10.16,0.616,3.66,3.13,0.02077641494815316,0.0,0,       (2003 GG21),False,False
21.59,1.483,0.262,20.1,1.094,1.87,1.81,0.024749738262447918,0.0,0,       (2003 GH21),False,False
22.9,1.811,0.4008,7.05,1.085,2.54,2.44,0.013538501907006732,0.0,0,       (2003 GJ21),False,False
21.34,0.8724,0.1814,17.02,0.714,1.03,0.815,0.027769663069610023,0.0,0,       (2003 GQ22),False,False
22.16,1.545,0.6089,6.17,0.604,2.49,1.92,0.01903577708677492,0.0,0,       (2003 GR22),False,False
22.5,2.719,0.577,2.63,1.15,4.29,4.48,0.01627685934079422,0.0,0,       (2003 GS22),False,False
19.52,2.838,0.5442,21.87,1.294,4.38,4.78,0.06420526021828483,0.0,0,       (2003 GV29),False,False
18.92,2.577,0.6771,27.22,0.832,4.32,4.14,0.08463901693352145,0.0,1,       (2003 GB34),False,False
18.42,2.043,0.6707,18.94,0.673,3.41,2.92,0.106554209246887,0.0,1,       (2003 GU41),False,False
24.7,1.295,0.2288,12.25,0.998,1.59,1.47,0.0059097704272221135,0.0,0,       (2003 GD42),False,False
22.0,2.152,0.6022,2.86,0.856,3.45,3.16,0.02049135184832508,0.0,0,       (2003 GP51),False,False
22.11,0.8138,0.2696,26.27,0.594,1.03,0.734,0.019479177295515356,0.0,0,       (2003 HM),False,False
20.14,2.026,0.511,10.72,0.991,3.06,2.88,0.04825814349645915,0.0,0,       (2003 HN),False,False
27.0,1.797,0.5322,3.91,0.841,2.75,2.41,0.0020491351848325083,0.0,0,       (2003 HW10),False,False
22.16,1.289,0.211,26.19,1.017,1.56,1.46,0.01903577708677492,0.0,0,       (2003 HN16),False,False
19.48,2.69,0.78,3.48,0.592,4.79,4.41,0.06539892512611847,0.0,0,       (2003 HP32),False,False
24.8,0.8147,0.2617,4.87,0.602,1.03,0.735,0.005643786943085847,0.0,0,       (2003 HT42),False,False
26.4,1.116,0.2439,9.69,0.844,1.39,1.18,0.0027012862656184836,0.0,0,       (2003 JX2),False,False
24.6,1.433,0.6042,4.95,0.567,2.3,1.72,0.006188289326771231,0.0,0,       (2003 JY2),False,False
22.9,2.281,0.4516,2.18,1.251,3.31,3.44,0.013538501907006732,0.0,0,       (2003 JG4),False,False
24.3,1.753,0.5446,8.53,0.798,2.71,2.32,0.007105106801402903,0.0,0,       (2003 JD11),False,False
20.0,1.681,0.2716,40.83,1.225,2.14,2.18,0.05147194867109658,0.0,0,       (2003 JD13),False,False
25.2,1.225,0.3407,7.11,0.807,1.64,1.36,0.004694297511081108,0.0,0,       (2003 JO14),False,False
22.3,2.117,0.54,13.67,0.974,3.26,3.08,0.0178472213688704,0.0,0,       (2003 JP14),False,False
21.39,1.634,0.5793,5.46,0.688,2.58,2.09,0.02713754836502486,0.0,0,       (2003 JV14),False,False
17.88,2.344,0.7167,27.31,0.664,4.02,3.59,0.1366377212280124,0.0,1,       (2003 JC17),False,False
20.79,2.458,0.557,20.66,1.089,3.83,3.85,0.03577425600009444,0.0,0,       (2003 JD17),False,False
23.3,2.325,0.5741,8.3,0.99,3.66,3.55,0.011260835401252622,0.0,0,       (2003 KF4),False,False
20.9,1.448,0.2229,21.47,1.125,1.77,1.74,0.03400717924317682,0.0,0,       (2003 KQ18),False,False
25.2,0.9616,0.149,10.8,0.818,1.1,0.943,0.004694297511081108,0.0,0,       (2003 LH),False,False
23.2,2.121,0.5101,12.41,1.039,3.2,3.09,0.011791542223553839,0.0,0,       (2003 LW1),False,False
25.8,1.846,0.471,2.22,0.977,2.72,2.51,0.0035609888224214397,0.0,0,       (2003 LW2),False,False
24.71,0.8568,0.2094,0.67,0.677,1.04,0.793,0.005882617498560743,0.0,0,       (2003 LN6),False,False
23.8,2.301,0.6016,2.67,0.917,3.69,3.49,0.00894479950579768,0.0,0,       (2003 MN),False,False
20.42,2.053,0.4957,5.9,1.035,3.07,2.94,0.04241999475384348,0.0,0,       (2003 MU),False,False
23.6,1.04,0.3028,21.05,0.725,1.36,1.06,0.009807777626979495,0.0,0,       (2003 ME1),False,False
21.21,1.042,0.1263,20.03,0.911,1.17,1.06,0.029482927905910443,0.0,0,       (2003 MS2),False,False
20.86,1.081,0.1813,22.32,0.885,1.28,1.12,0.03463941990911263,0.0,0,       (2003 MK4),False,False
20.62,1.78,0.2948,19.12,1.255,2.3,2.38,0.03868749502092608,0.0,0,       (2003 ME7),False,False
21.45,1.169,0.5479,20.48,0.528,1.81,1.26,0.026397974832191078,0.0,0,       (2003 MW7),False,False
19.84,2.126,0.4018,5.96,1.272,2.98,3.1,0.055407762222175874,0.0,0,       (2003 NB),False,False
18.96,2.22,0.4511,5.1,1.218,3.22,3.31,0.08309418077371838,0.0,1,       (2003 ND),False,False
20.31,2.139,0.45,6.87,1.176,3.1,3.13,0.044624217168824504,0.0,0,       (2003 NL7),False,False
18.83,2.25,0.5975,13.13,0.906,3.59,3.38,0.08822072255652455,0.0,1,       (2003 OC3),False,False
23.35,1.173,0.1714,13.1,0.972,1.37,1.27,0.011004507493160906,0.0,0,       (2003 OT13),False,False
23.2,1.435,0.2779,10.55,1.036,1.83,1.72,0.011791542223553839,0.0,0,       (2003 PN5),False,False
20.8,2.572,0.5302,7.84,1.208,3.94,4.13,0.03560988822421439,0.0,0,       (2003 QC),False,False
22.85,1.266,0.1595,17.02,1.064,1.47,1.43,0.013853854127419608,0.0,0,       (2003 QK5),False,False
24.2,1.439,0.3273,2.15,0.968,1.91,1.73,0.0074399601686996,0.0,0,       (2003 QU5),False,False
19.72,2.251,0.426,7.03,1.292,3.21,3.38,0.05855589326274255,0.0,0,       (2003 QQ10),False,False
22.3,2.626,0.5952,16.56,1.063,4.19,4.26,0.0178472213688704,0.0,0,       (2003 QY29),False,False
19.29,2.476,0.6058,8.71,0.976,3.98,3.9,0.0713790248430378,0.0,0,       (2003 QZ29),False,False
21.75,2.353,0.5422,9.17,1.077,3.63,3.61,0.022991674927415384,0.0,0,       (2003 QA30),False,False
26.8,1.231,0.4178,0.64,0.717,1.75,1.37,0.0022468320511186807,0.0,0,       (2003 QB30),False,False
21.85,2.145,0.4297,6.01,1.223,3.07,3.14,0.021956879095896647,0.0,0,       (2003 QB31),False,False
20.03,2.214,0.4638,6.31,1.187,3.24,3.29,0.050765727059765176,0.0,0,       (2003 QF70),False,False
21.48,2.828,0.6135,6.74,1.093,4.56,4.76,0.026035781039199044,0.0,0,       (2003 QL96),False,False
21.7,2.776,0.6413,2.66,0.996,4.56,4.62,0.023527219834021312,0.0,0,       (2003 RS1),False,False
23.0,2.466,0.5404,2.49,1.133,3.8,3.87,0.012929168947028488,0.0,0,       (2003 RE2),False,False
21.2,1.884,0.4716,44.62,0.996,2.77,2.59,0.02961901491791715,0.0,0,       (2003 RB5),False,False
23.4,1.398,0.247,8.71,1.053,1.74,1.65,0.010754014320603985,0.0,0,       (2003 RD5),False,False
19.58,2.453,0.5511,17.8,1.101,3.8,3.84,0.0624554886292142,0.0,0,       (2003 RL10),False,False
25.5,0.8886,0.1823,4.67,0.727,1.05,0.838,0.0040885622125730915,0.0,0,       (2003 RU11),False,False
18.7,2.629,0.825,10.34,0.46,4.8,4.26,0.09366354919112338,0.0,1,       (2003 RW11),False,False
19.91,2.179,0.7765,5.57,0.487,3.87,3.22,0.05365010922472145,0.0,0,       (2003 SF),False,False
26.5,2.474,0.612,3.92,0.96,3.99,3.89,0.00257970835638718,0.0,0,       (2003 SY4),False,False
