H,a,e,i,q,ad,per_y,diameter,albedo,impact_candidate,name,is_neo,is_pha
28.3,2.269,0.5707,5.03,0.974,3.56,3.42,0.0011260835401252622,0.0,0,       (2021 EW1),False,False
24.87,1.35,0.3614,16.12,0.862,1.84,1.57,0.005464753922446401,0.0,0,       (2021 EX1),False,False
26.68,0.9956,0.4552,6.02,0.542,1.45,0.993,0.0023744914518846597,0.0,0,       (2021 EY1),False,False
28.3,1.024,0.4272,7.48,0.587,1.46,1.04,0.0011260835401252622,0.0,0,       (2021 EZ1),False,False
27.07,1.878,0.4653,8.96,1.004,2.75,2.57,0.0019841322239591186,0.0,0,       (2021 EA2),False,False
28.37,1.533,0.4427,5.01,0.854,2.21,1.9,0.0010903617562035665,0.0,0,       (2021 EB2),False,False
25.98,1.562,0.3338,7.48,1.041,2.08,1.95,0.00327771063661564,0.0,0,       (2021 EC2),False,False
28.73,1.019,0.0642,8.31,0.954,1.08,1.03,0.000923784371186147,0.0,0,       (2021 ED2),False,False
25.46,1.23,0.2645,23.69,0.904,1.55,1.36,0.004164574259250437,0.0,0,       (2021 EE2),False,False
23.66,1.3,0.1581,14.48,1.095,1.51,1.48,0.009540488458066142,0.0,0,       (2021 EF2),False,False
25.91,2.035,0.5436,3.93,0.929,3.14,2.9,0.0033850930447502556,0.0,0,       (2021 EG2),False,False
26.16,0.865,0.2675,3.37,0.634,1.1,0.804,0.003016967351803683,0.0,0,       (2021 EH2),False,False
23.95,1.414,0.2939,20.73,0.998,1.83,1.68,0.008347772608552496,0.0,0,       (2021 EN2),False,False
27.87,1.456,0.3311,0.14,0.974,1.94,1.76,0.0013726841229331854,0.0,0,       (2021 EO2),False,False
24.06,0.9623,0.2118,0.69,0.759,1.17,0.944,0.007935432658042602,0.0,0,       (2021 EP2),False,False
24.32,1.313,0.1707,14.81,1.089,1.54,1.5,0.007039966790704861,0.0,0,       (2021 EQ2),False,False
25.44,1.287,0.1974,22.58,1.033,1.54,1.46,0.004203108590429169,0.0,0,       (2021 ER2),False,False
25.29,2.658,0.594,7.06,1.079,4.24,4.33,0.004503711996654891,0.0,0,       (2021 ES2),False,False
23.72,1.646,0.2842,3.76,1.178,2.11,2.11,0.009280483661060029,0.0,0,       (2021 ET2),False,False
23.87,2.108,0.4959,35.0,1.063,3.15,3.06,0.008661051290160472,0.0,0,       (2021 EU2),False,False
22.43,1.62,0.3516,23.17,1.05,2.19,2.06,0.01681011213417918,0.0,0,       (2021 EV2),False,False
22.04,1.468,0.5985,9.34,0.59,2.35,1.78,0.020117342526791905,0.0,0,       (2021 EW2),False,False
26.47,1.266,0.3291,6.8,0.85,1.68,1.42,0.002615595674421019,0.0,0,       (2021 EY2),False,False
24.61,0.93,0.2799,4.44,0.67,1.19,0.897,0.00615985672000672,0.0,0,       (2021 EZ2),False,False
22.26,1.483,0.3066,14.66,1.028,1.94,1.81,0.01817902598702676,0.0,0,       (2021 EA3),False,False
25.18,0.7852,0.4518,2.77,0.43,1.14,0.696,0.004737733311161199,0.0,0,       (2021 EB3),False,False
25.5,1.918,0.629,8.67,0.712,3.12,2.66,0.0040885622125730915,0.0,0,       (2021 EC3),False,False
26.28,1.08,0.2178,18.9,0.845,1.32,1.12,0.002854766622903991,0.0,0,       (2021 ED3),False,False
28.84,1.506,0.3492,4.65,0.98,2.03,1.85,0.0008781538515543046,0.0,0,       (2021 EE3),False,False
29.34,1.28,0.2301,1.84,0.985,1.57,1.45,0.00069754239872146,0.0,0,       (2021 EF3),False,False
29.2,1.572,0.6861,21.74,0.493,2.65,1.97,0.00074399601686996,0.0,0,       (2021 EG3),False,False
26.73,1.277,0.2334,16.32,0.979,1.58,1.44,0.0023204414276230944,0.0,0,       (2021 EH3),False,False
27.72,0.9239,0.0853,1.59,0.845,1.0,0.888,0.0014708575377160608,0.0,0,       (2021 EJ3),False,False
24.31,2.465,0.5796,30.84,1.036,3.89,3.87,0.0070724618009776336,0.0,0,       (2021 EK3),False,False
28.81,0.8155,0.2571,3.8,0.606,1.03,0.737,0.0008903701885194276,0.0,0,       (2021 EL3),False,False
26.53,1.17,0.1249,2.04,1.024,1.32,1.27,0.0025443134308160823,0.0,0,       (2021 EM3),False,False
27.41,1.822,0.5079,0.31,0.897,2.75,2.46,0.0016965654186693012,0.0,0,       (2021 EN3),False,False
24.72,1.542,0.3302,10.33,1.033,2.05,1.91,0.005855589326274255,0.0,0,       (2021 EO3),False,False
26.76,2.099,0.6789,7.31,0.674,3.52,3.04,0.0022886037776734557,0.0,0,       (2021 EP3),False,False
26.11,2.224,0.5981,3.21,0.894,3.55,3.32,0.0030872415490405323,0.0,0,       (2021 EQ3),False,False
25.98,1.946,0.5601,2.7,0.856,3.04,2.71,0.00327771063661564,0.0,0,       (2021 ER3),False,False
27.6,1.06,0.1409,11.19,0.911,1.21,1.09,0.0015544279994172219,0.0,0,       (2021 ES3),False,False
26.86,1.523,0.5605,6.37,0.669,2.38,1.88,0.002185599640018803,0.0,0,       (2021 ET3),False,False
27.2,0.8599,0.197,5.13,0.69,1.03,0.797,0.0018688334998728231,0.0,0,       (2021 EU3),False,False
22.91,1.258,0.4515,18.98,0.69,1.83,1.41,0.013476298141058487,0.0,0,       (2021 EV3),False,False
26.59,1.225,0.2794,5.39,0.883,1.57,1.36,0.002474973826244792,0.0,0,       (2021 EW3),False,False
24.83,1.334,0.2609,14.33,0.986,1.68,1.54,0.005566351283238859,0.0,0,       (2021 EX3),False,False
21.2,2.373,0.5403,51.87,1.091,3.66,3.66,0.02961901491791715,0.0,0,       (2021 EY3),False,False
25.25,1.346,0.3336,7.02,0.897,1.79,1.56,0.004587442254068675,0.0,0,       (2021 EZ3),False,False
22.22,1.551,0.3149,29.94,1.062,2.04,1.93,0.018516999313597488,0.0,0,       (2021 EA4),False,False
22.59,1.033,0.6248,44.74,0.387,1.68,1.05,0.015616029130653996,0.0,0,       (2021 EB4),False,False
24.15,0.9503,0.5032,7.34,0.472,1.43,0.926,0.0076132591034782345,0.0,0,       (2021 EC4),False,False
22.65,1.181,0.1479,34.1,1.006,1.36,1.28,0.015190448983263872,0.0,0,       (2021 ED4),False,False
20.32,1.483,0.6972,48.87,0.449,2.52,1.81,0.044419187514918954,0.0,0,       (2021 EF4),False,False
21.18,1.562,0.6262,17.59,0.584,2.54,1.95,0.02989307628865629,0.0,0,       (2021 EG4),False,False
24.94,1.151,0.1464,12.29,0.982,1.32,1.23,0.005291400213021651,0.0,0,       (2021 EH4),False,False
20.78,2.7,0.6668,28.51,0.899,4.5,4.44,0.03593938246315648,0.0,0,       (2021 EJ4),False,False
22.43,2.472,0.5668,14.94,1.071,3.87,3.89,0.01681011213417918,0.0,0,       (2021 EK4),False,False
25.78,0.9172,0.2986,1.65,0.643,1.19,0.878,0.0035939382463156476,0.0,0,       (2021 EL4),False,False
27.14,1.084,0.1331,9.93,0.94,1.23,1.13,0.0019211912963539991,0.0,0,       (2021 EM4),False,False
29.68,3.259,0.758,5.67,0.789,5.73,5.88,0.0005964452859724565,0.0,0,       (2021 EN4),False,False
18.74,2.221,0.7255,13.73,0.61,3.83,3.31,0.09195399675433659,0.0,1,       (2021 EO4),False,False
29.26,1.576,0.3841,5.0,0.971,2.18,1.98,0.0007237200599113729,0.0,0,       (2021 EP4),False,False
26.16,1.374,0.5733,14.2,0.586,2.16,1.61,0.003016967351803683,0.0,0,       (2021 EQ4),False,False
27.12,0.8637,0.4595,1.96,0.467,1.26,0.803,0.001938967860550682,0.0,0,       (2021 ER4),False,False
24.16,2.023,0.513,10.99,0.985,3.06,2.88,0.007578279355303053,0.0,0,       (2021 ET4),False,False
24.66,2.05,0.6264,13.72,0.766,3.33,2.93,0.006019641262545345,0.0,0,       (2021 EU4),False,False
22.65,1.244,0.07,19.44,1.157,1.33,1.39,0.015190448983263872,0.0,0,       (2021 EY4),False,False
26.16,1.13,0.1052,3.1,1.011,1.25,1.2,0.003016967351803683,0.0,0,       (2021 EZ4),False,False
24.21,1.56,0.3208,8.26,1.059,2.06,1.95,0.007405776656803151,0.0,0,       (2021 EA5),False,False
23.82,2.582,0.7629,6.68,0.612,4.55,4.15,0.008862793091005391,0.0,0,       (2021 EB5),False,False
20.16,2.618,0.7341,5.91,0.696,4.54,4.24,0.04781571017751093,0.0,0,       (2021 ED5),False,False
21.74,1.479,0.2274,4.46,1.143,1.82,1.8,0.023097799677029403,0.0,0,       (2021 EL5),False,False
23.69,1.22,0.3079,4.73,0.845,1.6,1.35,0.009409588049091972,0.0,0,       (2021 EM5),False,False
26.61,1.152,0.0852,0.28,1.054,1.25,1.24,0.002452283129816824,0.0,0,       (2021 EN5),False,False
21.99,2.191,0.4558,0.64,1.193,3.19,3.24,0.020585935630977787,0.0,0,       (2021 EK53),False,False
25.29,0.9258,0.1122,22.71,0.822,1.03,0.891,0.004503711996654891,0.0,0,       (2021 FA),False,False
26.02,0.8428,0.2546,9.75,0.628,1.06,0.774,0.003217885675312128,0.0,0,       (2021 FB),False,False
28.25,0.9563,0.1953,3.37,0.77,1.14,0.935,0.0011523133953328835,0.0,0,       (2021 FC),False,False
22.28,2.803,0.7157,8.67,0.797,4.81,4.69,0.018012359674981906,0.0,0,       (2021 FD),False,False
25.02,1.344,0.2487,12.83,1.01,1.68,1.56,0.005100005100920327,0.0,0,       (2021 FE),False,False
26.34,1.537,0.3549,2.58,0.991,2.08,1.91,0.0027769663069609966,0.0,0,       (2021 FF),False,False
25.06,2.48,0.6899,1.2,0.769,4.19,3.91,0.005006919517219959,0.0,0,       (2021 FG),False,False
26.75,2.213,0.5927,3.5,0.902,3.53,3.29,0.002299167492741538,0.0,0,       (2021 FH),False,False
26.82,2.024,0.5637,6.49,0.883,3.16,2.88,0.0022262329710573264,0.0,0,       (2021 FJ),False,False
25.43,2.112,0.5354,1.98,0.981,3.24,3.07,0.004222509258199918,0.0,0,       (2021 FK),False,False
23.56,1.385,0.1351,24.48,1.198,1.57,1.63,0.009990117826791175,0.0,0,       (2021 FL),False,False
24.76,1.213,0.3996,1.47,0.729,1.7,1.34,0.005748712776239514,0.0,0,       (2021 FM),False,False
23.22,1.037,0.2777,24.34,0.749,1.33,1.06,0.011683436714649028,0.0,0,       (2021 FN),False,False
25.82,1.975,0.4537,2.55,1.079,2.87,2.78,0.003528341480661237,0.0,0,       (2021 FO),False,False
22.84,0.7591,0.5493,40.28,0.342,1.18,0.661,0.01391780061261925,0.0,0,       (2021 FP),False,False
27.25,1.481,0.3547,5.37,0.956,2.01,1.8,0.0018262936558448395,0.0,0,       (2021 FQ),False,False
24.79,1.794,0.4344,8.18,1.015,2.57,2.4,0.005669837479991085,0.0,0,       (2021 FR),False,False
27.93,1.161,0.218,5.91,0.908,1.41,1.25,0.0013352746697059756,0.0,0,       (2021 FS),False,False
27.1,1.5,0.3376,1.62,0.993,2.01,1.84,0.001956908909270708,0.0,0,       (2021 FT),False,False
27.43,2.392,0.5942,0.19,0.971,3.81,3.7,0.0016810112134179147,0.0,0,       (2021 FU),False,False
28.7,2.019,0.5406,3.45,0.927,3.11,2.87,0.0009366354919112339,0.0,0,       (2021 FV),False,False
26.9,2.493,0.6226,4.1,0.941,4.04,3.94,0.002145707950853678,0.0,0,       (2021 FW),False,False
23.29,1.505,0.3905,6.19,0.918,2.09,1.85,0.011312813055824326,0.0,0,       (2021 FX),False,False
21.82,1.15,0.3193,22.72,0.783,1.52,1.23,0.02226232971057331,0.0,0,       (2021 FY),False,False
28.77,1.226,0.1882,3.4,0.995,1.46,1.36,0.0009069234062060095,0.0,0,       (2021 FA1),False,False
24.0,1.394,0.1815,9.21,1.141,1.65,1.65,0.008157754105152867,0.0,0,       (2021 FB1),False,False
24.94,2.856,0.6473,13.52,1.007,4.7,4.83,0.005291400213021651,0.0,0,       (2021 FC1),False,False
26.62,2.071,0.53,3.31,0.973,3.17,2.98,0.002441015912299421,0.0,0,       (2021 FD1),False,False
25.07,1.792,0.4957,1.02,0.904,2.68,2.4,0.0049839148116838415,0.0,0,       (2021 FF1),False,False
25.3,1.211,0.3365,18.16,0.804,1.62,1.33,0.004483019319661333,0.0,0,       (2021 FH1),False,False
23.27,1.563,0.325,16.5,1.055,2.07,1.95,0.01141748922623671,0.0,0,       (2021 FJ1),False,False
27.16,2.048,0.5844,2.36,0.851,3.25,2.93,0.001903577708677492,0.0,0,       (2021 FK1),False,False
23.25,2.001,0.8937,2.54,0.213,3.79,2.83,0.011523133953328836,0.0,0,       (2021 FL1),False,False
25.5,1.94,0.5689,7.01,0.837,3.04,2.7,0.0040885622125730915,0.0,0,       (2021 FM1),False,False
24.87,2.486,0.5609,3.11,1.092,3.88,3.92,0.005464753922446401,0.0,0,       (2021 FN1),False,False
29.48,1.323,0.3042,0.75,0.92,1.73,1.52,0.0006539892512611838,0.0,0,       (2021 FO1),False,False
21.95,2.134,0.5003,1.69,1.066,3.2,3.12,0.020968656748750366,0.0,0,       (2021 FP1),False,False
22.39,1.081,0.3916,6.96,0.658,1.5,1.12,0.017122635452098887,0.0,0,       (2021 FR1),False,False
25.26,1.548,0.4549,4.5,0.844,2.25,1.93,0.004566364871487261,0.0,0,       (2021 FS1),False,False
24.5,1.194,0.1789,35.87,0.98,1.41,1.3,0.006479934417660843,0.0,0,       (2021 FT1),False,False
21.8,1.317,0.5041,28.62,0.653,1.98,1.51,0.022468320511186808,0.0,0,       (2021 FU1),False,False
25.61,1.525,0.2843,3.77,1.091,1.96,1.88,0.003886606838433919,0.0,0,       (2021 FV1),False,False
25.8,1.6,0.343,11.95,1.051,2.15,2.02,0.0035609888224214397,0.0,0,       (2021 FY1),False,False
21.19,2.25,0.5301,14.75,1.057,3.44,3.37,0.0297557300790309,0.0,0,       (2021 FZ1),False,False
22.89,1.542,0.7414,8.74,0.399,2.68,1.91,0.013600992792493124,0.0,0,       (2021 FA2),False,False
27.61,1.284,0.2046,5.48,1.021,1.55,1.46,0.0015472860515027998,0.0,0,       (2021 FB2),False,False
27.22,1.184,0.3108,8.02,0.816,1.55,1.29,0.0018516999313597487,0.0,0,       (2021 FC2),False,False
26.7,1.121,0.1546,7.81,0.948,1.29,1.19,0.0023527219834021313,0.0,0,       (2021 FD2),False,False
27.02,2.153,0.5584,6.24,0.951,3.35,3.16,0.002030348600535797,0.0,0,       (2021 FE2),False,False
28.14,1.939,0.5123,6.49,0.945,2.93,2.7,0.0012121897585859812,0.0,0,       (2021 FF2),False,False
25.09,1.297,0.1351,19.66,1.122,1.47,1.48,0.004938222006040566,0.0,0,       (2021 FG2),False,False
23.71,1.986,0.4538,14.57,1.085,2.89,2.8,0.00932332042732155,0.0,0,       (2021 FH2),False,False
27.8,2.101,0.5167,7.33,1.015,3.19,3.05,0.0014176551844668282,0.0,0,       (2021 FJ2),False,False
27.93,1.289,0.2082,1.03,1.021,1.56,1.46,0.0013352746697059756,0.0,0,       (2021 FK2),False,False
28.0,1.188,0.3062,7.99,0.824,1.55,1.29,0.001292916894702849,0.0,0,       (2021 FL2),False,False
30.28,1.488,0.4444,3.17,0.827,2.15,1.82,0.00045245001867057303,0.0,0,       (2021 FM2),False,False
19.23,2.645,0.5325,15.35,1.237,4.05,4.3,0.07337880088301732,0.0,0,       (2021 FN2),False,False
27.1,1.516,0.3175,5.32,1.035,2.0,1.87,0.001956908909270708,0.0,0,       (2021 FO2),False,False
30.12,1.147,0.2884,1.43,0.816,1.48,1.23,0.0004870467060050412,0.0,0,       (2021 FP2),False,False
25.31,0.9162,0.2512,2.56,0.686,1.15,0.877,0.00446242171688245,0.0,0,       (2021 FW2),False,False
26.26,1.087,0.3224,9.94,0.736,1.44,1.13,0.0028811814532412397,0.0,0,       (2021 FX2),False,False
25.78,0.8688,0.1748,10.24,0.717,1.02,0.81,0.0035939382463156476,0.0,0,       (2021 FY2),False,False
25.03,1.316,0.1981,10.93,1.055,1.58,1.51,0.005076572705976517,0.0,0,       (2021 FZ2),False,False
25.6,1.255,0.2485,0.68,0.943,1.57,1.41,0.003904546600494697,0.0,0,       (2021 FC3),False,False
27.94,1.387,0.3542,7.96,0.896,1.88,1.63,0.0013291396398775969,0.0,0,       (2021 FD3),False,False
24.16,1.221,0.2648,11.88,0.898,1.54,1.35,0.007578279355303053,0.0,0,       (2021 FE3),False,False
22.76,1.766,0.3181,18.32,1.204,2.33,2.35,0.014440113621281819,0.0,0,       (2021 FF3),False,False
20.96,2.814,0.7084,6.85,0.821,4.81,4.72,0.03308038919728584,0.0,0,       (2021 FG3),False,False
22.1,3.039,0.5881,32.87,1.252,4.83,5.3,0.01956908909270708,0.0,0,       (2021 FH3),False,False
23.51,1.825,0.5353,5.27,0.848,2.8,2.47,0.010222817564214422,0.0,0,       (2021 FJ3),False,False
22.39,1.729,0.5385,6.38,0.798,2.66,2.27,0.017122635452098887,0.0,0,       (2021 FK3),False,False
23.51,1.247,0.3761,3.69,0.778,1.72,1.39,0.010222817564214422,0.0,0,       (2021 FL3),False,False
26.26,1.255,0.2137,6.61,0.987,1.52,1.41,0.0028811814532412397,0.0,0,       (2021 FM3),False,False
24.0,2.147,0.5732,6.08,0.916,3.38,3.15,0.008157754105152867,0.0,0,       (2021 FP3),False,False
21.9,1.741,0.348,13.81,1.135,2.35,2.3,0.021457079508536783,0.0,0,       (2021 FQ3),False,False
22.17,2.863,0.624,31.72,1.077,4.65,4.85,0.01894831563567183,0.0,0,       (2021 FR3),False,False
22.55,2.012,0.4876,9.98,1.031,2.99,2.85,0.015906352788086348,0.0,0,       (2021 FX3),False,False
23.08,2.027,0.509,5.66,0.995,3.06,2.89,0.012461508282483854,0.0,0,       (2021 FN4),False,False
26.89,0.9639,0.2407,9.01,0.732,1.2,0.946,0.0021556120887535027,0.0,0,       (2021 FD50),False,False
23.15,1.639,0.402,14.91,0.98,2.3,2.1,0.01206620252554526,0.0,0,       (2021 GA),False,False
27.01,0.9822,0.0361,7.51,0.947,1.02,0.973,0.002039720263867898,0.0,0,       (2021 GB),False,False
24.55,1.038,0.2908,10.49,0.736,1.34,1.06,0.006332433102290796,0.0,0,       (2021 GC),False,False
23.93,1.426,0.2408,29.06,1.083,1.77,1.7,0.008425013597493492,0.0,0,       (2021 GD),False,False
25.9,1.699,0.4457,3.59,0.942,2.46,2.21,0.003400717924317682,0.0,0,       (2021 GE),False,False
25.05,1.357,0.2968,7.84,0.954,1.76,1.58,0.0050300304076522475,0.0,0,       (2021 GF),False,False
20.65,1.669,0.3397,51.04,1.102,2.24,2.16,0.03815668268959905,0.0,0,       (2021 GG),False,False
21.84,2.816,0.5899,11.74,1.155,4.48,4.73,0.022058227444971375,0.0,0,       (2021 GH),False,False
25.84,1.19,0.2515,15.88,0.89,1.49,1.3,0.003495993451529404,0.0,0,       (2021 GJ),False,False
23.45,1.014,0.2076,22.98,0.804,1.22,1.02,0.010509223068786013,0.0,0,       (2021 GN),False,False
25.39,1.233,0.1871,17.38,1.002,1.46,1.37,0.004301011566381214,0.0,0,       (2021 GO),False,False
28.5,1.099,0.0992,7.21,0.99,1.21,1.15,0.0010270003946145146,0.0,0,       (2021 GP),False,False
25.81,1.482,0.3312,5.75,0.991,1.97,1.8,0.003544627564966537,0.0,0,       (2021 GQ),False,False
28.21,1.03,0.2096,7.82,0.814,1.25,1.05,0.0011737365008254743,0.0,0,       (2021 GR),False,False
28.71,2.09,0.5679,3.62,0.903,3.28,3.02,0.000932332042732153,0.0,0,       (2021 GS),False,False
26.27,1.174,0.3919,1.06,0.714,1.63,1.27,0.0028679436269290763,0.0,0,       (2021 GT),False,False
24.2,2.125,0.6262,3.15,0.794,3.46,3.1,0.0074399601686996,0.0,0,       (2021 GU),False,False
29.2,1.892,0.6843,3.22,0.597,3.19,2.6,0.00074399601686996,0.0,0,       (2021 GV),False,False
25.95,2.49,0.5919,15.65,1.016,3.96,3.93,0.003323308133614819,0.0,0,       (2021 GW),False,False
22.14,1.975,0.4971,7.66,0.993,2.96,2.78,0.01921191296354003,0.0,0,       (2021 GY),False,False
24.89,1.985,0.5754,5.69,0.843,3.13,2.8,0.005414652757337941,0.0,0,       (2021 GZ),False,False
22.41,1.742,0.4688,14.38,0.925,2.56,2.3,0.016965654186693012,0.0,0,       (2021 GA1),False,False
23.39,2.133,0.712,6.23,0.614,3.65,3.12,0.010803652595358747,0.0,0,       (2021 GB1),False,False
28.25,1.222,0.2246,3.62,0.948,1.5,1.35,0.0011523133953328835,0.0,0,       (2021 GC1),False,False
22.52,1.857,0.5785,30.93,0.783,2.93,2.53,0.016127632197385132,0.0,0,       (2021 GD1),False,False
23.41,1.832,0.6778,6.32,0.59,3.07,2.48,0.010704604113005093,0.0,0,       (2021 GE1),False,False
23.85,1.556,0.2845,13.57,1.113,2.0,1.94,0.008741191011052639,0.0,0,       (2021 GF1),False,False
26.72,1.555,0.5224,0.91,0.743,2.37,1.94,0.0023311520986063006,0.0,0,       (2021 GG1),False,False
24.03,1.92,0.4086,5.94,1.136,2.7,2.66,0.008045825522736062,0.0,0,       (2021 GH1),False,False
22.42,1.498,0.2325,46.78,1.149,1.85,1.83,0.016887704086346815,0.0,0,       (2021 GJ1),False,False
27.02,1.091,0.0781,1.28,1.006,1.18,1.14,0.002030348600535797,0.0,0,       (2021 GK1),False,False
25.76,2.534,0.6414,1.28,0.909,4.16,4.03,0.0036271925474754413,0.0,0,       (2021 GL1),False,False
30.4,0.978,0.0255,1.18,0.953,1.0,0.967,0.00042812502132674393,0.0,0,       (2021 GM1),False,False
26.42,0.9988,0.1893,26.9,0.81,1.19,0.998,0.0026765207242748805,0.0,0,       (2021 GN1),False,False
23.34,1.379,0.3133,25.46,0.947,1.81,1.62,0.01105530199186638,0.0,0,       (2021 GO1),False,False
23.16,2.313,0.5176,19.27,1.116,3.51,3.52,0.012010763360788409,0.0,0,       (2021 GP1),False,False
24.8,2.572,0.5834,5.04,1.072,4.07,4.13,0.005643786943085847,0.0,0,       (2021 GQ1),False,False
27.43,1.367,0.2647,5.34,1.005,1.73,1.6,0.0016810112134179147,0.0,0,       (2021 GS1),False,False
25.9,1.81,0.432,1.25,1.028,2.59,2.43,0.003400717924317682,0.0,0,       (2021 GT1),False,False
24.71,1.225,0.338,8.08,0.811,1.64,1.36,0.005882617498560743,0.0,0,       (2021 GU1),False,False
26.0,2.098,0.4988,2.71,1.052,3.14,3.04,0.003247660404873589,0.0,0,       (2021 GV1),False,False
27.52,2.166,0.5867,0.95,0.895,3.44,3.19,0.001612763219738513,0.0,0,       (2021 GW1),False,False
26.0,2.05,0.4944,6.47,1.037,3.06,2.94,0.003247660404873589,0.0,0,       (2021 GX1),False,False
23.97,1.32,0.2832,2.67,0.946,1.69,1.52,0.008271239769254651,0.0,0,       (2021 GY1),False,False
27.84,2.173,0.5852,6.16,0.901,3.45,3.2,0.001391780061261925,0.0,0,       (2021 GZ1),False,False
26.45,2.183,0.5069,1.13,1.076,3.29,3.23,0.0026397974832191077,0.0,0,       (2021 GC2),False,False
27.16,1.971,0.5972,3.29,0.794,3.15,2.77,0.001903577708677492,0.0,0,       (2021 GD2),False,False
29.15,1.182,0.4844,10.22,0.61,1.75,1.29,0.0007613259103478235,0.0,0,       (2021 GE2),False,False
26.74,1.022,0.1766,3.18,0.842,1.2,1.03,0.0023097799677029404,0.0,0,       (2021 GF2),False,False
25.98,1.526,0.3469,8.08,0.997,2.06,1.89,0.00327771063661564,0.0,0,       (2021 GG2),False,False
26.75,1.724,0.515,13.45,0.836,2.61,2.26,0.002299167492741538,0.0,0,       (2021 GH2),False,False
23.3,0.7489,0.6096,10.55,0.292,1.21,0.648,0.011260835401252622,0.0,0,       (2021 GK2),False,False
22.61,2.55,0.5087,12.72,1.253,3.85,4.07,0.015472860515028,0.0,0,       (2021 GL2),False,False
25.63,2.01,0.5641,6.53,0.876,3.14,2.85,0.0038509742127590067,0.0,0,       (2021 GM2),False,False
28.27,1.903,0.4766,7.97,0.996,2.81,2.63,0.0011417489226236708,0.0,0,       (2021 GN2),False,False
26.0,1.826,0.4261,1.8,1.048,2.6,2.47,0.003247660404873589,0.0,0,       (2021 GO2),False,False
27.6,1.148,0.4562,20.55,0.624,1.67,1.23,0.0015544279994172219,0.0,0,       (2021 GP2),False,False
24.57,1.377,0.5737,0.79,0.587,2.17,1.62,0.006274377006646125,0.0,0,       (2021 GQ2),False,False
26.5,1.51,0.7136,2.89,0.433,2.59,1.86,0.00257970835638718,0.0,0,       (2021 GR2),False,False
24.27,2.389,0.5707,3.66,1.026,3.75,3.69,0.007203948682817526,0.0,0,       (2021 GS2),False,False
24.27,0.9549,0.2328,3.07,0.733,1.18,0.933,0.007203948682817526,0.0,0,       (2021 GT2),False,False
25.33,1.062,0.2193,26.2,0.829,1.29,1.09,0.004421509988670366,0.0,0,       (2021 GU2),False,False
27.65,1.346,0.3159,3.8,0.921,1.77,1.56,0.0015190448983263874,0.0,0,       (2021 GV2),False,False
24.75,2.138,0.5962,23.46,0.863,3.41,3.13,0.005775247628785376,0.0,0,       (2021 GW2),False,False
22.81,2.341,0.8976,20.92,0.24,4.44,3.58,0.014111416505547597,0.0,0,       (2021 GX2),False,False
27.17,1.597,0.4026,7.5,0.954,2.24,2.02,0.0018948315635671795,0.0,0,       (2021 GB3),False,False
21.02,1.378,0.6696,13.15,0.455,2.3,1.62,0.03217885675312135,0.0,0,       (2021 GC3),False,False
26.94,1.314,0.2152,3.94,1.031,1.6,1.51,0.00210654436707222,0.0,0,       (2021 GD3),False,False
22.64,1.643,0.5795,34.43,0.691,2.59,2.11,0.015260564910005273,0.0,0,       (2021 GE3),False,False
22.73,1.665,0.2825,18.18,1.194,2.13,2.15,0.014640995611948954,0.0,0,       (2021 GH3),False,False
23.7,1.734,0.5309,1.54,0.814,2.66,2.28,0.009366354919112339,0.0,0,       (2021 GJ3),False,False
25.14,2.07,0.5037,2.88,1.027,3.11,2.98,0.004825814349645915,0.0,0,       (2021 GK3),False,False
25.78,1.473,0.3723,11.32,0.924,2.02,1.79,0.0035939382463156476,0.0,0,       (2021 GL3),False,False
28.13,1.134,0.1786,0.88,0.932,1.34,1.21,0.0012177849722892317,0.0,0,       (2021 GM3),False,False
24.42,1.772,0.4045,7.46,1.055,2.49,2.36,0.006723116090960271,0.0,0,       (2021 GN3),False,False
27.16,1.842,0.4409,8.11,1.03,2.65,2.5,0.001903577708677492,0.0,0,       (2021 GO3),False,False
24.11,0.8475,0.2823,6.94,0.608,1.09,0.78,0.007754800157827537,0.0,0,       (2021 GP3),False,False
24.3,1.409,0.34,19.83,0.93,1.89,1.67,0.007105106801402903,0.0,0,       (2021 GS3),False,False
26.35,1.466,0.7212,4.37,0.409,2.52,1.78,0.0027642073057516404,0.0,0,       (2021 GT3),False,False
26.9,0.7482,0.3753,7.71,0.467,1.03,0.647,0.002145707950853678,0.0,0,       (2021 GU3),False,False
25.24,1.015,0.0902,15.17,0.923,1.11,1.02,0.00460861692542771,0.0,0,       (2021 GV3),False,False
28.43,1.322,0.4069,1.1,0.784,1.86,1.52,0.0010606463712595966,0.0,0,       (2021 GW3),False,False
27.09,1.09,0.1418,9.97,0.936,1.24,1.14,0.001965941590389828,0.0,0,       (2021 GX3),False,False
21.76,1.686,0.6061,17.03,0.664,2.71,2.19,0.022886037776734557,0.0,0,       (2021 GY3),False,False
25.4,1.793,0.6796,1.68,0.575,3.01,2.4,0.00428125021326744,0.0,0,       (2021 GZ3),False,False
22.65,1.775,0.4042,28.97,1.058,2.49,2.36,0.015190448983263872,0.0,0,       (2021 GA4),False,False
24.63,1.084,0.166,24.45,0.904,1.26,1.13,0.006103382814145048,0.0,0,       (2021 GB4),False,False
25.24,1.302,0.1911,25.51,1.054,1.55,1.49,0.00460861692542771,0.0,0,       (2021 GD4),False,False
